Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Sun, Q; You, Q; Pang, XJ; Tan, XX; Wang, JP; Liu, L; Guo, F; Tan, FP; Li, N",,,,"Sun, Qi; You, Qing; Pang, Xiaojuan; Tan, Xiaoxiao; Wang, Jinping; Liu, Li; Guo, Fang; Tan, Fengping; Li, Nan",,,A photoresponsive and rod-shape nanocarrier: Single wavelength of light triggered photothermal and photodynamic therapy based on AuNRs-capped & Ce6-doped mesoporous silica nanorods,BIOMATERIALS,,,,,,,,,,,,"Rod-shape nanocarriers have attracted great interest because of their better cell internalization capacity and higher drug loading properties. Besides, the combination of photodynamic therapy (PDT) and photothermal therapy (PIT) holds great promise to overcome respective limitations of the anti-cancer treatment. In this work, we first report Au nanorods-capped and Ce6-doped mesoporous silica nano rods (AuNRs-Ce6-MSNRs) for the single wavelength of near infrared (NIR) light triggered combined phototherapy. AuNRs-Ce6-MSNRs are not only able to generate hyperthermia to perform PTT effect based on the AuNRs, but also can produce singlet oxygen (O-1(2)) for PDT effect based on Ce6 after uncapping of AuNRs under the single NIR wavelength irradiation. In addition, the combined therapy can be dual imaging guided by taking the photoacoustic (PA) and NIR fluorescence (NIRF) imaging of AuNRs and Ce6, respectively. What's more, by utilizing the special structure of MSNRs, this nanocarrier can serve as a drug delivery platform with high drug loading capacity and enhanced cellular uptake efficiency. The multi-functional nanocomposite is designed to integrate photothermal and photodynamic therapy, in vivo dual-imaging into one system, achieving synergistic anti-tumor effects both in vitro and in vivo. (C) 2017 Elsevier Ltd. All rights reserved.",,,,,"li, nan/J-9847-2015",,,,,,,,,,,,,,0142-9612,1878-5905,,,,APR,2017,122,,,,,,188,200,,10.1016/j.biomaterials.2017.01.021,http://dx.doi.org/10.1016/j.biomaterials.2017.01.021,,,,,,,,28131043,,,,,WOS:000394472500017,View Full Record in Web of Science
J,"Xu, JT; Yang, PP; Sun, MD; Bi, HT; Liu, B; Yang, D; Gai, SL; He, F; Lin, J",,,,"Xu, Jiating; Yang, Piaoping; Sun, Mingdi; Bi, Huiting; Liu, Bin; Yang, Dan; Gai, Shili; He, Fei; Lin, Jun",,,Highly Emissive Dye-Sensitized Upconversion Nanostructure for Dual-Photosensitizer Photodynamic Therapy and Bioimaging,ACS NANO,,,,,,,,,,,,"Rare-earth-based upconversion nanotechnology has recently shown great promise for photodynamic therapy (PDT). However, the NIR-induced PDT is greatly restricted by overheating issues on normal bodies and low yields of reactive oxygen species (ROS, O-1(2)). Here, IR-808-sensitized upconversion nanoparticles (NaGdF4:Yb,Er@NaGdF4:Nd,Yb) were combined with mesoporous silica, which has Ce6 (red-light-excited photo sensitizer) and MC540 (green-light-excited photosensitizer) loaded inside through covalent bond and electrostatic interaction, respectively. When irradiated by tissue-penetrable 808 nm light, the IR-808 greatly absorb 808 nm photons and then emit a broadband peak which overlaps perfectly with the absorption of Nd3+ and Yb3+. Thereafter, the Nd3+/Yb3+ incorporated shell synergistically captures the emitted NIR photons to illuminate NaGdF4:Yb,Er zone and then radiate ultrabright green and red emissions. The visible emissions simultaneously activate the dual-photosensitizer to produce a large amount of ROS and, importantly, low heating effects. The in vitro and in vivo experiments indicate that the dual-photo sensitizer nanostructure has trimodal (UCL/CT/MRI) imaging functions and high anticancer effectiveness, suggesting its potential clinical application as an imaging-guided PDT technique.",,,,,"YANG, Dan/HHD-2733-2022; Xu, Jiating/AAC-8807-2021; Lin, Jun/D-3750-2012; Xu, Jiating/AAG-2694-2019","yang, piaoping/0000-0002-9555-1803; Xu, Jiating/0000-0003-2535-9880; He, Fei/0000-0001-5917-9533",,,,,,,,,,,,,1936-0851,1936-086X,,,,APR,2017,11,4,,,,,4133,4144,,10.1021/acsnano.7b00944,http://dx.doi.org/10.1021/acsnano.7b00944,,,,,,,,28320205,,,,,WOS:000400233200074,View Full Record in Web of Science
J,"Nan, XY; Zhang, XJ; Liu, YQ; Zhou, MJ; Chen, XF; Zhang, XH",,,,"Nan, Xueyan; Zhang, Xiujuan; Liu, Yanqiu; Zhou, Mengjiao; Chen, Xianfeng; Zhang, Xiaohong",,,Dual-Targeted Multifunctional Nanoparticles for Magnetic Resonance Imaging Guided Cancer Diagnosis and Therapy,ACS APPLIED MATERIALS & INTERFACES,,,,,,,,,,,,"Hybrid nanostructures with combined functionalities can be rationally designed to achieve synergistic effects for efficient cancer treatment. Herein, a multifunctional nanoplatform is constructed, containing an inner core of an anticancer drug MTX surrounding by a nanometer-thin layer of gold as the shell with Fe3O4 magnetic nanoparticles (NPs) evenly distributed in the gold layer, and the outermost hybrid LA-PEG-MTX molecules as surface coating agent (denoted as MFG-LPM NPs). This nanocomposite possesses very high drug loading capacity as the entire core is MTX and integrates magnetic- and active- targeting drug delivery, light controlled drug release, magnetic resonance imaging (MRI), as well as photothermal and chemotherapy. With a strong near-infrared (NIR) absorbance at 808 nm, the nanocomposite enables temperature elevation and light-triggered MTX release. In vitro cytotoxicity studies indicate that the strategy of combining therapy leads to a synergistic effect with high cancer cell killing efficacy. In consistency with this, due to the high accumulation of MFG-LPM NPs at tumor site and their combinatorial chemo-photothermal effects, 100% in vivo tumor elimination can be achieved. Additionally, in vivo MRI of tumor-bearing mice demonstrates an impressive performance of MFG-LPM NPs as a T-2 contrast agent. Therefore, such multifunctional nanocomposite has the potential to serve as an excellent theranostic agent that collectively integrates multiple functions for efficient MRI guided cancer diagnosis and treatment.",,,,,"Chen, Xianfeng/O-3359-2019; Zhang, Xiaohong/R-3166-2018; zhang, xiujuan/O-7289-2015; Chen, Xianfeng/D-1709-2010; ZHOU, MENGJIAO/GQP-4258-2022","Chen, Xianfeng/0000-0002-3189-2756; Zhang, Xiaohong/0000-0002-6732-2499; zhang, xiujuan/0000-0002-3244-9449; Chen, Xianfeng/0000-0002-3189-2756; ",,,,,,,,,,,,,1944-8244,,,,,22-Mar,2017,9,11,,,,,9986,9995,,10.1021/acsami.6b16486,http://dx.doi.org/10.1021/acsami.6b16486,,,,,,,,28263051,,,,,WOS:000397478100083,View Full Record in Web of Science
J,"Song, SJ; He, S; Tao, Y; Wang, L; Han, F; Chen, HB; Zhang, ZJ",,,,"Song, Saijie; He, Shen; Tao, Yang; Wang, Lina; Han, Fu; Chen, Huabing; Zhang, Zhijun",,,Indocyanine Green Loaded Magnetic Carbon Nanoparticles for Near Infrared Fluorescence/Magnetic Resonance Dual-Modal Imaging and Photothermal Therapy of Tumor,ACS APPLIED MATERIALS & INTERFACES,,,,,,,,,,,,"Malignant tumor incidences have been rapidly rising recently and are becoming a serious threat to human health. Herein, a multifunctional cancer targeted theranostic nanoplatform is developed by in situ growth of iron oxide magnetic nanoparticles on carbon nanoparticles, and then loaded with fluorescent dye indocyanine green (ICG@MCNPs). The loading of ICG on the nanoplatform significantly improves its photostability, and hence facilitates long-term near-infrared fluorescence (NIRF) imaging and efficient photothermal therapy (PTT) of tumor. The in vivo NIRF imaging reveals that ICG@MCNPs can be targeted to the tumor site. Moreover, in vivo magnetic resonance imaging also confirmed the efficient accumulation of ICG@MCNPs in the tumor site. Inspiringly, the subsequent PTT of tumor bearing mice is achieved, as evidenced by the complete ablation of the tumor and the recovery of the physiological indexes to normal levels. Benefitting from its low-cost, simple preparation, and excellent dual-modal imaging and therapy, the ICG@MCNPs-based theranostic nanoplatform holds great promise in tumor-targeted nanomedicine.",,,,,"Zhang, Zhijun/E-5980-2014; Chen, Huabing/B-3687-2011","Zhang, Zhijun/0000-0002-9853-1031; Yang, Tao/0000-0003-2002-7326",,,,,,,,,,,,,1944-8244,1944-8252,,,,22-Mar,2017,9,11,,,,,9484,9495,,10.1021/acsami.7b00490,http://dx.doi.org/10.1021/acsami.7b00490,,,,,,,,28256824,,,,,WOS:000397478100030,View Full Record in Web of Science
J,"Zhou, HG; Tang, JL; Li, JY; Li, WQ; Liu, Y; Chen, CY",,,,"Zhou, Huige; Tang, Jinglong; Li, Jiayang; Li, Wanqi; Liu, Ying; Chen, Chunying",,,In vivo aggregation-induced transition between T-1 and T-2 relaxations of magnetic ultra-small iron oxide nanoparticles in tumor microenvironment,NANOSCALE,,,,,,,,,,,,"Surface ligands and their densities may significantly influence the optic, electric, and stable properties of inorganic nanoparticles as well as their magnetic resonance imaging (MRI) characters. In this study, ultrasmall iron oxide nanoparticles with hyaluronic acid as surface ligand (Fe3O4@ HA) were designed to target tumor cells and tune the T-1- and T-2-weighted MRI by aggregating in the tumor microenvironment via the degradation of HA upon exposure to hyaluronidase (HAase) with decreasing pH. To realize this purpose, four kinds of Fe3O4@ HA nanoparticles with increasing HA density were synthesized and characterized. Fe3O4@ HA280, with higher r(1) value than others, was chosen for the signal modulation test in vitro; the T-2 signal was enhanced by 36%, and the T-1 signal decreased by 22% in the presence of HAase and acidic environment during the measurement. However, the chitosan-coated Fe3O4 nanoparticles did not show a similar tendency. The overlapping sections in the signal change graph of MDA-MB-231 cells and tumorbearing mice also validate the self-assembling ability of Fe3O4@ HA280. Meanwhile, the tumor mapping graphs indicate the excellent tumor penetration of Fe3O4@ HA(280), which facilitates this self-assembly process and enhances the interior section contrast of the tumor. This fundamental technique for tuning magnetic properties by the tumor microenvironment may provide a useful strategy for the rational synthesis of other inorganic nanoparticles in the field of tumor diagnostics and therapy.",,,,,"Tang, Jinglong/L-3327-2013; Chen, Chunying/AAA-2891-2021","Tang, Jinglong/0000-0001-9981-7966; Chen, Chunying/0000-0002-6027-0315",,,,,,,,,,,,,2040-3364,2040-3372,,,,7-Mar,2017,9,9,,,,,3040,3050,,10.1039/c7nr00089h,http://dx.doi.org/10.1039/c7nr00089h,,,,,,,,28186215,,,,,WOS:000396044400013,View Full Record in Web of Science
J,"Detappe, A; Thomas, E; Tibbitt, MW; Kunjachan, S; Zavidij, O; Parnandi, N; Reznichenko, E; Lux, F; Tillemen, O; Berbeco, R",,,,"Detappe, Alexandre; Thomas, Eloise; Tibbitt, Mark W.; Kunjachan, Sijumon; Zavidij, Oksana; Parnandi, Nishita; Reznichenko, Elizaveta; Lux, Francois; Tillemen, Olivier; Berbeco, Ross",,,Ultrasmall Silica-Based Bismuth Gadolinium Nanoparticles for Dual Magnetic Resonance-Computed Tomography Image Guided Radiation Therapy,NANO LETTERS,,,,,,,,,,,,"Selective killing of cancer cells while minimizing damage to healthy tissues is the goal of clinical radiation therapy. This therapeutic ratio can be improved by image-guided radiation delivery and selective radiosensitization of cancer cells. Here, we have designed and tested a novel trimodal theranostic nanoparticle made of bismuth and gadolinium for on-site radiosensitization and image contrast enhancement to improve the efficacy and accuracy of radiation therapy. We demonstrate in vivo magnetic resonance (MR), computed tomography (CT) contrast enhancement, and tumor suppression with prolonged survival in a non-small cell lung carcinoma model during clinical radiation therapy. Histological studies show minimal off-target toxicities due to the nanoparticles or radiation. By mimicking existing clinical workflows, we show that the bismuth-gadolinium nanoparticles are highly compatible with current CT-guided radiation therapy and emerging MR-guided approaches. This study reports the first in vivo proof-of-principle for image-guided radiation therapy with a new class of theranostic nanoparticles.",,,,,"Detappe, Alexandre/HGC-4905-2022; Tibbitt, Mark W./A-4320-2019; Thomas, Eloise/Y-2383-2019; Kunjachan, Sijumon/M-7574-2014","Tibbitt, Mark W./0000-0002-4917-7187; Thomas, Eloise/0000-0002-3772-872X; Parnandi, Nishita/0000-0003-2903-3773; Detappe, Alexandre/0000-0001-9364-1621; Kunjachan, Sijumon/0000-0002-5359-9219",,,,,,,,,,,,,1530-6984,1530-6992,,,,MAR,2017,17,3,,,,,1733,1740,,10.1021/acs.nanolett.6b05055,http://dx.doi.org/10.1021/acs.nanolett.6b05055,,,,,,,,28145723,,,,,WOS:000396185800060,View Full Record in Web of Science
J,"Hou, WX; Xia, FF; Alfranca, G; Yan, H; Zhi, X; Liu, YL; Peng, C; Zhang, CL; de la Fuente, JM; Cui, DX",,,,"Hou, Wenxiu; Xia, Fangfang; Alfranca, Gabriel; Yan, Hao; Zhi, Xiao; Liu, Yanlei; Peng, Chen; Zhang, Chunlei; Martinez de la Fuente, Jesus; Cui, Daxiang",,,Nanoparticles for multi-modality cancer diagnosis: Simple protocol for self-assembly of gold nanoclusters mediated by gadolinium ions,BIOMATERIALS,,,,,,,,,,,,"It is essential to develop a simple synthetic strategy to improve the quality of multifunctional contrast agents for cancer diagnosis. Herein, we report a time-saving method for gadolinium (Gd3+) ions mediated self-assembly of gold nanoclusters (GNCs) into monodisperse spherical nanoparticles (GNCNs) under mild conditions. The monodisperse, regular and colloidal stable GNCNs were formed via selectively inducing electrostatic interactions between negatively-charged carboxylic groups of gold nanoclusters and trivalent cations of gadolinium in aqueous solution. In this way, the Gd3+ ions were chelated into GNCNs without the use of molecular gadolinium chelates. With the co-existence of GNCs and Gd3+ ions, the formed GNCNs exhibit significant luminescence intensity enhancement for near infrared fluorescence (NIRF) imaging, high X-ray attenuation for computed tomography (CT) imaging and reasonable r1 relaxivity for magnetic resonance (MR) imaging. The excellent biocompatibility of the GNCNs was proved both in vitro and in vivo. Meanwhile, the GNCNs also possess unique NIRF/CT/MR imaging ability in A549 tumor-bearing mice. In a nutshell, the simple and safe GNCNs hold great potential for tumor multi-modality clinical diagnosis. (C) 2016 Elsevier Ltd. All rights reserved.",,,,,"Alfranca, Gabriel/L-6503-2019; de la Fuente, Jesus M/L-8361-2016; Liu, Yanlei/W-2325-2019","Alfranca, Gabriel/0000-0001-9101-750X; de la Fuente, Jesus M/0000-0003-1081-8482; Zhang, Chunlei/0000-0001-8076-143X",,,,,,,,,,,,,0142-9612,1878-5905,,,,MAR,2017,120,,,,,,103,114,,10.1016/j.biomaterials.2016.12.027,http://dx.doi.org/10.1016/j.biomaterials.2016.12.027,,,,,,,,28049064,,,,,WOS:000394398900010,View Full Record in Web of Science
J,"Yu, EY; Bishop, MI; Zheng, B; Ferguson, RM; Khandhar, AP; Kemp, SJ; Krishnan, KM; Goodwill, PW; Conolly, SM",,,,"Yu, Elaine Y.; Bishop, Mindy; Zheng, Bo; Ferguson, R. Matthew; Khandhar, Amit P.; Kemp, Scott J.; Krishnan, Kannan M.; Goodwill, Patrick W.; Conolly, Steven M.",,,Magnetic Particle Imaging: A Novel in Vivo Imaging Platform for Cancer Detection,NANO LETTERS,,,,,,,,,,,,"Cancer remains one of the leading causes of death worldwide. Biomedical imaging plays a crucial role in all phases of cancer management. Physicians often need to choose the ideal diagnostic imaging modality for each clinical presentation based on complex trade-offs among spatial resolution, sensitivity, contrast, access, cost, and safety. Magnetic particle imaging (MPI) is an emerging tracer imaging modality that detects superparamagnetic iron oxide (SPIO) nanoparticle tracer with high image contrast (zero tissue background signal), high sensitivity (200 nM Fe) with linear quantitation, and zero signal depth attenuation. MPI is also safe in that it uses safe, in some cases even clinically approved, tracers and no ionizing radiation. The superb contrast, sensitivity, safety, and ability to image anywhere in the body lends MPI great promise for cancer imaging. In this study, we show for the first time the use of MPI for in vivo cancer imaging with systemic tracer administration. Here, long circulating MPI-tailored SPIOs were created and administered intravenously in tumor bearing rats. The tumor was highlighted with tumor-to background ratio of up to 50. The nanoparticle dynamics in the tumor was also well-appreciated, with initial wash-in on the tumor rim, peak uptake at 6 h, and eventual clearance beyond 48 h. Lastly, we demonstrate the quantitative nature of MPI through compartmental fitting in vivo.",,,,,"Goodwill, Patrick/AAB-8825-2022; Goodwill, Patrick/GSN-7684-2022","Goodwill, Patrick/0000-0003-4240-1956; Khandhar, Amit/0000-0003-4049-1855; Conolly, Steven/0000-0002-3310-6085",,,,,,,,,,,,,1530-6984,1530-6992,,,,MAR,2017,17,3,,,,,1648,1654,,10.1021/acs.nanolett.6b04865,http://dx.doi.org/10.1021/acs.nanolett.6b04865,,,,,,,,28206771,,,,,WOS:000396185800048,View Full Record in Web of Science
J,"Li, X; Xing, LX; Zheng, KL; Wei, P; Du, LF; Shen, MW; Shi, XY",,,,"Li, Xin; Xing, Lingxi; Zheng, Kailiang; Wei, Ping; Du, Lianfang; Shen, Mingwu; Shi, Xiangyang",,,Formation of Gold Nanostar-Coated Hollow Mesoporous Silica for Tumor Multimodality Imaging and Photothermal Therapy,ACS APPLIED MATERIALS & INTERFACES,,,,,,,,,,,,"Development of multifunctional nanoplatforms for tumor multimode imaging and therapy is of great necessity. Herein, we report a new type of Au nanostar (NS)-coated, perfluorohexane (PFH)-encapsulated hollow mesoporous silica nanocapsule (HMS) modified with poly(ethylene glycol) (PEG) for tumor multimode ultrasonic (US)/computed tomography (CT)/photoacoustic (PA)/thermal imaging, and photothermal therapy (PTT). HMSs were first synthesized, silanized to have thiol surface groups, and coated with gold nanoparticles via a Au-S bond. Followed by growth of Au NSs on the surface of the HMSs, encapsulation of PFH in the interior of the HMSs, and surface conjugation of thiolated PEG, multifunctional HMSs@Au-PFH-mPEG NSs (for short, HAPP) were formed and well characterized. We show that the HAPP are stable in a colloidal manner and noncytotoxic in the studied range of concentrations, possess multimode US/CT/PA/thermal imaging ability, and can be applied for multimode US/CT/PA/thermal imaging of tumors in vivo after intravenous or intratumoral injection. Additionally, the near-infrared absorption property of the HAPP enables the use of the HAPP for photothermal ablation of cancer cells in vitro and a tumor model in vivo after intratumoral injection. The developed multifunctional HAPP may be used as a novel multifunctional theranostic nanoplatform for tumor multimode imaging and PTT.",,,,,"Li, Xin/I-5450-2018; shen, mingwu/B-2534-2012; Shi, Xiangyang/A-1289-2007","Li, Xin/0000-0002-7837-7874; Shi, Xiangyang/0000-0001-6785-6645",,,,,,,,,,,,,1944-8244,,,,,22-Feb,2017,9,7,,,,,5817,5827,,10.1021/acsami.6b15185,http://dx.doi.org/10.1021/acsami.6b15185,,,,,,,,28118704,,,,,WOS:000394829800018,View Full Record in Web of Science
J,"Liao, JF; Wei, XW; Ran, B; Peng, JR; Qu, Y; Qian, ZY",,,,"Liao, JinFeng; Wei, XiaWei; Ran, Bei; Peng, JinRong; Qu, Ying; Qian, ZhiYong",,,Polymer hybrid magnetic nanocapsules encapsulating IR820 and PTX for external magnetic field-guided tumor targeting and multifunctional theranostics,NANOSCALE,,,,,,,,,,,,"Developing multifunctional nanoparticle-based theranostic systems for personalized cancer diagnosis and treatment is highly desirable. Herein, a magnetic targeting theranostic nanocapsule (NC-SPIOs-IR820-PTX) was fabricated by hierarchically assembling superparamagnetic iron oxide nanoparticles (SPIOs), cyanine dye (IR820) and chemotherapeutic compound of paclitaxel (PTX) with poly(epsilon-caprolactone-co-lactide)-b-poly(ethylene glycol)-b-poly(epsilon-caprolactone-co-lactide) (PCLA-PEG-PCLA). The nanocapsules exhibited high stability and biocompatibility both in vitro and in vivo. The nanocomposites maintained their morphology in the cellular uptake and showed efficient tumoricidal activity. Most importantly, the external magnetic field could remotely control the nanocapsules and guide them to target tumors for magnetic resonance imaging (MRI)/near-infrared (NIR) fluorescence imaging. The synergistic therapeutic effects of NC-SPIOs-IR820-PTX with extra-magnetic field-induced tumor targeting ability have enhanced the co-therapy of photo-chemotherapy, resulting in significant tumor inhibition effects. Therefore, NC-SPIOs-IR820-PTX theranostics could be applied for magnetic field guided tumor targeting as well as multimodal MRI/NIR imaging, and imaging-guided combined therapy.",,,,,"Peng, Jin/HZH-6965-2023; peng, jinrong/E-8420-2018; Qu, Ying/GPC-7774-2022","peng, jinrong/0000-0001-9911-8444; Liao, Jinfeng/0000-0001-8101-4030; Qian, ZhiYong/0000-0003-2992-6424",,,,,,,,,,,,,2040-3364,2040-3372,,,,21-Feb,2017,9,7,,,,,2479,2491,,10.1039/c7nr00033b,http://dx.doi.org/10.1039/c7nr00033b,,,,,,,,28150848,,,,,WOS:000395692400011,View Full Record in Web of Science
J,"Deng, YB; Huang, L; Yang, H; Ke, HT; He, H; Guo, ZQ; Yang, T; Zhu, AJ; Wu, H; Chen, HB",,,,"Deng, Yibin; Huang, Li; Yang, Hong; Ke, Hengte; He, Hui; Guo, Zhengqing; Yang, Tao; Zhu, Aijun; Wu, Hong; Chen, Huabing",,,Cyanine-Anchored Silica Nanochannels for Light-Driven Synergistic Thermo-Chemotherapy,SMALL,,,,,,,,,,,,"Smart nanoparticles are increasingly important in a variety of applications such as cancer therapy. However, it is still a major challenge to develop light-responsive nanoparticles that can maximize the potency of synergistic thermochemotherapy under light irradiation. Here, spatially confined cyanine-anchored silica nanochannels loaded with chemotherapeutic doxorubicin (CS-DOX-NCs) for light-driven synergistic cancer therapy are introduced. CS-DOX-NCs possess a J-type aggregation conformation of cyanine dye within the nanochannels and encapsulate doxorubicin through the pi-pi interaction with cyanine dye. Under near-infrared light irradiation, CS-DOX-NCs produce the enhanced photothermal conversion efficiency through the maximized nonradiative transition of J-type Cypate aggregates, trigger the light-driven drug release through the destabilization of temperature-sensitive pi-pi interaction, and generate the effective intracellular translocation of doxorubicin from the lysosomes to cytoplasma through reactive oxygen species-mediated lysosomal disruption, thereby causing the potent in vivo hyperthermia and intracellular trafficking of drug into cytoplasma at tumors. Moreover, CS-DOX-NCs possess good resistance to photobleaching and preferable tumor accumulation, facilitating severe photoinduced cell damage, and subsequent synergy between photothermal and chemotherapeutic therapy with tumor ablation. These findings provide new insights of light-driven nanoparticles for synergistic cancer therapy.",,,,,"Zhu, Aijun/AGO-3276-2022; Deng, Yibin/I-1955-2018; guo, zhengqing/AAF-3418-2021; Ke, Hengte/F-1868-2013; Chen, Huabing/B-3687-2011","Zhu, Aijun/0000-0003-3112-4172; Deng, Yibin/0000-0002-9152-359X; guo, zhengqing/0000-0001-6221-263X; Yang, Tao/0000-0003-2002-7326; Ke, Hengte/0000-0002-3413-3376",,,,,,,,,,,,,1613-6810,1613-6829,,,,10-Feb,2017,13,6,,,,,,,1602747,10.1002/smll.201602747,http://dx.doi.org/10.1002/smll.201602747,,,,,,,,27879041,,,,,WOS:000397012900011,View Full Record in Web of Science
J,"Chen, S; Lei, Q; Qiu, WX; Liu, LH; Zheng, DW; Fan, JX; Rong, L; Sun, YX; Zhang, XZ",,,,"Chen, Si; Lei, Qi; Qiu, Wen-Xiu; Liu, Li-Han; Zheng, Di-Wei; Fan, Jin-Xuan; Rong, Lei; Sun, Yun-Xia; Zhang, Xian-Zheng",,,Mitochondria-targeting Nanoheater for enhanced photothermal/chemo-therapy,BIOMATERIALS,,,,,,,,,,,,"In this work, mitochondria-targeting gold nanostar (AuNS) and anticarcinogen DOX were co-encapsulated in hyaluronic acid (HA) protective shell for tumor-targeting synergistic photothermal/chemo-therapy. Cationic peptide R-8 and mitochondria-targeting pro-apoptotic peptide TPP-KLA were co-decorated on AuNS to form AuNS-pep via Au-S bonds. Then, electronegative HA was further coated on the surface via electrostatic interaction for cancer cell targeting. During the coating process, DOX was also introduced via electrostatic interaction to obtain a versatile nanoplatform AuNS-pep/DOX@HA. It was found that the nanoplatform could be internalized into tumor cells via CD44 receptor-mediated recognition. Followed digestion by hyaluronidase (HAase), the therapeutic nanoplatform was able to release DOX for chemotherapy and mitochondria-targeting nanoheater AuNS-pep for near infrared (NIR) light triggered subcellular photothermal therapy (PTT). This tumor-targeting nanoplatform AuNS-pep/DOX@HA displayed prominent non-resistant or resistant tumor inhibition both in vitro and in vivo. (C) 2016 Elsevier Ltd. All rights reserved.",,,,,"Zhang, XZ/HJA-4189-2022; zhang, xian/GYA-0290-2022; fan, jin-xuan/AAB-1761-2019","Rong, Lei/0000-0002-2222-0413; Lei, Qi/0000-0001-6246-8352",,,,,,,,,,,,,0142-9612,1878-5905,,,,FEB,2017,117,,,,,,92,104,,10.1016/j.biomaterials.2016.11.056,http://dx.doi.org/10.1016/j.biomaterials.2016.11.056,,,,,,,,27939904,,,,,WOS:000392777900009,View Full Record in Web of Science
J,"Chen, WH; Luo, GF; Lei, Q; Hong, S; Qiu, WX; Liu, LH; Cheng, SX; Zhang, XZ",,,,"Chen, Wei-Hai; Luo, Guo-Feng; Lei, Qi; Hong, Sheng; Qiu, Wen-Xiu; Liu, Li-Han; Cheng, Si-Xue; Zhang, Xian-Zheng",,,Overcoming the Heat Endurance of Tumor Cells by Interfering with the Anaerobic Glycolysis Metabolism for Improved Photothermal Therapy,ACS NANO,,,,,,,,,,,,"In this study, we developed a general method to decorate plasmonic gold nanorods (GNRs) with a CD44-targeting functional polymer, containing a hyaluronic acid (HA)-targeting moiety and a small molecule Glut1 inhibitor of diclofenac (DC), to obtain GNR/HA-DC. This nanosystem exhibited the superiority of selectively sensitizing tumor cells for photothermal therapy (PTT) by inhibiting anaerobic glycolysis. Upon specifically targeting CD44, sequentially time-dependent DC release could be achieved by the trigger of hyaluronidase (HAase), which abundantly existed in tumor tissues. The released DC depleted the Glut1 level in tumor cells and induced a cascade effect on cellular metabolism by inhibiting glucose uptake, blocking glycolysis, decreasing ATP levels, hampering heat shock protein (HSP) expression, and ultimately leaving malignant cells out from the protection of HSPs to stress (e.g., heat), and then tumor cells were more easy to kill. Owing to the sensitization effect of GNR/HA-DC, CD44 overexpressed tumor cells could be significantly damaged by PTT with an enhanced therapeutic efficiency in vitro and in vivo.",,,,,"Chen, Wei-Hai/AAU-3487-2020; Zhang, XZ/HJA-4189-2022; zhang, xian/GYA-0290-2022","Luo, Guo-Feng/0000-0003-0431-1263; Lei, Qi/0000-0001-6246-8352",,,,,,,,,,,,,1936-0851,1936-086X,,,,FEB,2017,11,2,,,,,1419,1431,,10.1021/acsnano.6b06658,http://dx.doi.org/10.1021/acsnano.6b06658,,,,,,,,28107631,,,,,WOS:000395357300033,View Full Record in Web of Science
